sifra,naziv,placa,lokacija,opis
320965,STREŽBA HRANE IN PIJAČE,5.00 €/h neto (5.92 €/h bruto),SINJA GORICA,"Iščejo osebo za strežbo hrane in pijače. Pogoj: starost nad 18 let, samostojnost, hitrost. Zaželena gostinska šola. Plačilo 5,92 € bruto z možnostjo zvišanja urne postavke.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 320965 . Narava dela: začasno in občasno delo "
320964,ČIŠČENJE,5.00 €/h neto (5.92 €/h bruto),LENART,Podjetje potrebuje osebo za čiščenje poslovnih prostorov.Št. prostih mest: 1 . Trajanje: DO KONCA AVGUSTA . Delovnik: Popoldan. Šifra: 320964 . Narava dela: začasno in občasno delo 
320963,POMOČ V KUHINJIPOMIVALEC,4.56 €/h neto (5.40 €/h bruto),KOPER,Podjetje išče osebo za pomoč v kuhinji - pomivanje posode. Pogoj je starost nad 18 let.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 320963 . Narava dela: začasno in občasno delo 
320962,STREŽBA,6.00 €/h neto (7.10 €/h bruto),RATEČE - PLANICA,"Podjetje išče osebe za delo v strežbi in v kuhinji. Zaželene izkušnje, prijaznost in komunikativnost. Pogoj je starost nad 18 let. Za prenočišče in prehrano je poskrbljeno.Št. prostih mest: 3 . Trajanje: POLETJE 2020 . Delovnik: Po dogovoru. Šifra: 320962 . Narava dela: začasno in občasno delo "
320960,DELO V ORDINACIJI,4.65 €/h neto (5.50 €/h bruto),LJUBLJANA,"Iščejo zobozdravstveno asistentko / asistenta z izkušnjami, ki zna sterilno rokovati z instrumenti. Pogoj je izobraževanje v zdravstveni stroki. Iščejo za daljše obdobje, osebo z veliko časa. Urna postavka se glede na izkušenost lahko tudi poviša.Pošljite prijavo na mail ali po telefonu.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 320960 . Narava dela: začasno in občasno delo "
320958,PISMONOŠA,4.56 €/h neto (5.40 €/h bruto),LJUBLJANA,"Paketna dostava. Vrši se z vozili dostavni Kangoo ali kombi. Gre za dostavo paketov, predvsem fizičnim strankam. Pogoj je izpit b kategorije.Št. prostih mest: 5 . Trajanje: PO DOGOVORU . Delovnik: Izmensko. Šifra: 320958 . Narava dela: začasno in občasno delo "
320956,GRADBENA DELA,5.07 €/h neto (6.00 €/h bruto),MATENJA VAS,Pomoč v gradbeništvu. Zaželene so izkušnje pri delu z enostavnim orodjem in v tesarstvu. Pogoj je starost nad 18 let.Št. prostih mest: 4 . Trajanje: PO DOGOVORU . Delovnik: Po dogovoru. Šifra: 320956 . Narava dela: začasno in občasno delo 
320955,ZDRAVSTVENA NEGA,7.18 €/h neto (8.50 €/h bruto),LJUBLJANA Z OKOLICO,"Podjetje išče odgovorno osebo medicinske srednje, višje ali visoke šole za delo s starejšimi na njihovem domu, pomoč pri osebni higieni, gospodinjskih opravilih in pri ohranjanju socialnih stikov. Prijavo pošlji na e-mail.Št. prostih mest: 3 . Trajanje: PO DOGOVORU . Delovnik: Po dogovoru. Šifra: 320955 . Narava dela: začasno in občasno delo "
320952,SNEMANJE,6.76 €/h neto (8.00 €/h bruto),DOMŽALE,Montaža videoposnetkov. Izkušnje na področju montiranja videoposnetkov obvezne. Zaželeno znanje snemanja videoposnetkov in content creation. Videi dolgi okoli 15-30s. Bistvo so pokaže v 5 sekundah. Snemanje veliko malih trendy izdelkov.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Dopoldan. Šifra: 320952 . Narava dela: začasno in občasno delo 
320950,ČIŠČENJE,5.00 €/h neto (5.92 €/h bruto),MURSKA SOBOTA,Podjetje išče osebe za čiščenje hotela.Št. prostih mest: 10 . Trajanje: DO 31. 8. 2020 . Delovnik: Dopoldan. Šifra: 320950 . Narava dela: začasno in občasno delo 
320944,STREŽBA HRANE IN PIJAČE,5.00 €/h neto (5.92 €/h bruto),"LJUBLJANA, BEŽIGRAD","V prijetnem lokalu za Bežigradom potrebujejo več oseb za delo ob popoldnevih ter predvsem za vikende. Izkušnje so pogoj. Poleg poštenega plačila nudijo osebam tudi brezplačen ogled kina, brezplačen fitnes in marsikatere druge ugodnosti.Št. prostih mest: 3 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Med vikendom. Šifra: 320944 . Narava dela: začasno in občasno delo "
320942,VZDRŽEVANJEADMINISTRATIVNA DELA,5.92 €/h neto (7.00 €/h bruto),SLADKI VRH,"Potrebujejo študenta/ko višjega letnika strojne ali elektro smeri v enoti vzdrževanja. Priprava tehnične dokumentacije in priprava planov preventivnega vzdrževanja za novi papirni stroj, izris strojnih elementov (ACAD, Inventor),sodelovanje pri kurativnih popravilih in pri raznih rekonstrukcijah in investicijah.Pogoji: komunikativnost,samoiniciativnost,zananje angleškega (ali nem.ali hrv.) jezika,Office orodja, poznavanje orodij za tehniško risanje  in modeliranje.Prijave na e-mail ali po pošti.Št. prostih mest: 1 . Trajanje: PO DOGOVORU . Delovnik: Po dogovoru. Šifra: 320942 . Narava dela: začasno in občasno delo "
320940,STREŽBA,5.00 €/h neto (5.92 €/h bruto),KOPER,"Iščejo 3 osebe za strežbo. Pogoj je starost nad 18 let. Plačilo od  5,92 dalje.Št. prostih mest: 3 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 320940 . Narava dela: začasno in občasno delo "
320938,FIZIČNA DELA,5.00 €/h neto (5.92 €/h bruto),TEREN,"Pomoč pri strojno inštalacijskih delih na terenu ( štemanje, pospravljanje gradbišča, prenašanje blaga...)Št. prostih mest: 3 . Trajanje: DO KONCA AVGUSTA . Delovnik: Dopoldan. Šifra: 320938 . Narava dela: začasno in občasno delo "
320934,STREŽBA,4.56 €/h neto (5.40 €/h bruto),SELNICA OB DRAVI,"Potrebujejo osebo za strežbo na bencinskem servisu. Dela se tudi za vikende, po potrebi in dogovoru. Pogoj je veselje do dela. Zaželen je lasten prevoz.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 320934 . Narava dela: začasno in občasno delo "
320933,DELO V PROIZVODNJI,4.83 €/h neto (5.72 €/h bruto),LESCE,"Podjetje išče osebo za preprosta zaključna dela pri sestavljanju sveč: vstavljanje gorilcev v ohišja sveč, dodajanje deklaracij in pokrovčkov ter pakiranje.Št. prostih mest: 3 . Trajanje: OD 24. 8. DO 16. 10. 2020 . Delovnik: Dopoldan. Šifra: 320933 . Narava dela: začasno in občasno delo "
320932,RAČUNOVODSKA DELA,6.00 €/h neto (7.10 €/h bruto),LJUBLJANA VIČ,"Knjiženje, obračun plač/drugih izplačil fiz. osebam, priprava računov, davčnih poročil, komuniciranje z naročniki itd. Pogoji: vpisana 2. bol. stop., smer računovodstvo/revizija ali druga ustr. smer, samostojnost, natančnost, pismenost, usmerjenost k strankam, znanje ang. jezika, dobro znanje orodij MS Office. Prednost-izkušnje z delom v računovodstvu, znanje programov Pantheon/Oppis, drug tuji jezik. Prijava do 14.8. na mail pošljite CV in kratko motivacijsko pismo. Možnost kasnejše zaposlitve.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Dopoldan. Šifra: 320932 . Narava dela: začasno in občasno delo "
320930,STROKOVNO DELO,PO DOGOVORU...,JESENICE,"Podjetje išče osebo za strokovno delo. Zaželena izobrazba Fakultete za strojništvo (višji letniki ali abs.). Znanje/izkušnje: 3D modeliranje SolidWorks, 2D modeliranje AutoCAD, poznavanje CAD/CAM sistemov, poznavanje tehnologije laserskega, vodnega in plazemskega razreza, poznavanje informacijskih sistemov in osnov programiranja. Obseg dela: konstruiranje in priprava tehnične dokumentacije (jeklene konstrukcije, izdelki iz pločevine), podpora, implementacija in konfiguracija CAD/CAM rešitev.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Dopoldan. Šifra: 320930 . Narava dela: začasno in občasno delo "
320919,TRŽENJE,5.50 €/h neto (6.51 €/h bruto),LJUBLJANA,"Podjetje išče osebo za trženje tiskalnikov (telefonska in terenska prodaja, sestanki s strankami, promocije na dogodkih). Pričakujejo komunikativne, prodorne, samoiniciativne, ciljno in pozitivno naravnane kandidate. Zaželene so izkušnje v prodaji in obvezen je vozniški izpit. Nudijo ustrezno uvajanje in kasnejšo možnost redne zaposlitve, stimulativno nagrajevanje ter delo v prijetnem delovnem okolju. Prijavo z življenjepisom pošljite na e-mail.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Dopoldan. Šifra: 320919 . Narava dela: začasno in občasno delo "
320917,FIZIČNA DELADELO NA GRADBIŠČU,5.00 €/h neto (5.92 €/h bruto),POLJANE NAD ŠKOFJO LOKO,"Pri gradnji prizidka podjetje išče kandidata za izvajanje lažjih del na gradbišču in za vzdrževanje gradbišča (pospravljanje, čiščenje).Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Dopoldan. Šifra: 320917 . Narava dela: začasno in občasno delo "
320916,DELO V PROIZVODNJI,4.56 €/h neto (5.40 €/h bruto),PREBOLD,"Podjetje potrebuje več polnoletnih oseb za delo v proizvodnji. Delovni čas bo potekal izmensko oziroma po dogovoru. Bruto urna postavka je odvisna glede na izmeno dela: dopoldan 5,40 €, popoldan in nočna je plačana po višji urni postavki, + 10% dodatka na štiriizmensko delo. Ob urni postavki nudijo tudi malico.Št. prostih mest: 10 . Trajanje: POČITNIŠKO DELO . Delovnik: Izmensko. Šifra: 320916 . Narava dela: začasno in občasno delo "
320911,GRAFIČNO OBLIKOVANJE,PO DOGOVORU...,LJUBLJANA CENTER,"Ekipa razvijalcev sodobnih spletnih in mobilnih aplikacij vabi k sodelovanju grafičnega oblikovalca/grafično oblikovalko (UI, UX designerja) za oblikovanje uporabniških izkušenj na zanimivih, še nenapovedanih projektih. Pogoji: izkušnje v grafičnem oblikovanju, poznavanje najnovejših trendov spletnih in mobilnih uporabniških vmesnikov. Zagotovljeno: napredni projekti, strokovna ekipa, gradnja kariere. Veseli bodo prijave z referencami na e-mail.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Dopoldan. Šifra: 320911 . Narava dela: začasno in občasno delo "
320910,STREŽBA HRANE IN PIJAČE,5.82 €/h neto (6.89 €/h bruto),RADOVLJICA,Tradicionalna družinska gostilna išče osebo za delo v strežbi. Zaželeno: starost nad 18 let in izkušnje.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 320910 . Narava dela: začasno in občasno delo 
320820,POSPEŠEVANJE PRODAJE,PO DOGOVORU...,LJUBLJANA,"Iščejo polnoletne osebe za delo na področju trženja telekomunikacijskih storitev. Nudijo plačilo po dogovoru, hitro napredovanje in fleksibilen delovni čas. Zaželene so izkušnje s področja prodaje na terenu (niso obvezne) in izpit B kategorije.Prijavo + CV pošlji na e-mail.Št. prostih mest: 3 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 320820 . Narava dela: začasno in občasno delo "
320900,STREŽBA,5.50 €/h neto (6.51 €/h bruto),PTUJ,"Za mesec avgust 2020 potrebuje podjetje polnoletno, komunikativno osebo za delo v strežbi pijače. Gostinski lokal je odprt od 7:30 do 22:00, od ponedeljka do sobote. Dela se po dogovoru in potrebi, dopoldan ali popoldan.  Pogoja: starost nad 18 let, osnovne izkušnje. Pokličite na kontakt podjetja.Št. prostih mest: 1 . Trajanje: AVGUST 2020 . Delovnik: Po dogovoru. Šifra: 320900 . Narava dela: začasno in občasno delo "
320899,VZDRŽEVANJE,4.56 €/h neto (5.40 €/h bruto),LJUBLJANA,"Za pomoč pri rednih vzdrževalnih delih nudijo delo študentu/ki. Zaželene so ročne spretnosti in izkušnje z raznimi hišniškimi deli. Delo obsega urejanje okolice in zelenic, manjša popravila ... Za vsa dela ponujajo tudi začetno uvajanje, v kolikor bi ga potrebovali. Svoje skrbno pripravljene vloge  pošljite na e-naslov (Subject: vzdrževanje). Zaželeno je, da vključuje tudi vaš CV in motivacijsko pismo.Št. prostih mest: 1 . Trajanje: DLJE ČASA, PO DOGOVORU . Delovnik: Po dogovoru. Šifra: 320899 . Narava dela: začasno in občasno delo "
320897,DELO V TURIZMUDELO NA RECEPCIJI IN V STREŽBI,6.00 €/h neto (7.10 €/h bruto),CERKLJE NA GORENJSKEM,Podjetje išče osebo za pomoč na recepciji in v strežbi.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 320897 . Narava dela: začasno in občasno delo 
320895,STREŽBA,5.00 €/h neto (5.92 €/h bruto),LJUBLJANA,"Potrebujejo polnoletno osebo za delo v strežbi, izkušnje so zaželene.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 320895 . Narava dela: začasno in občasno delo "
320885,MARKETINGOGLAŠEVANJE,5.00 €/h neto (5.92 €/h bruto),KAMNIK,Iščejo polnoletnega kandidata za spletno oglaševanje. Zaželeno je osnovno predznanje uporabe družabnih omrežij.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 320885 . Narava dela: začasno in občasno delo 
320884,MARKETING,5.00 €/h neto (5.92 €/h bruto),LJUBLJANA,"Iščejo marketing asistenta/ko za španski in latinskoameriški trg! Komunikacija z obstoječimi in potencialnimi partnerji (influencerji, PR agencije ipd.), vzpostavljanje novih stikov, iskanje novih marketing/PR priložnosti, oblikovanje vsebin in objavljanje le-teh na različnih socialnih omrežjih ipd. Potrebno dobro znanje španščine (C1) ter marketing mindset. CV in motivacijsko pismo v angleščini. Več na spletni strani podjetja.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Dopoldan. Šifra: 320884 . Narava dela: začasno in občasno delo "
320879,STROKOVNO DELO,4.82 €/h neto (5.70 €/h bruto),LJUBLJANA,"Podjetje išče študenta/tko FOV, FRI, FFA, Strojne fakultete za opravljanje del: obdelovanje zahtevkov za podporo, priprava in vzdrževanje delovnih postaj, administracija omrežne opreme po pripravljenih navodilih, vodenje evidenc opreme, nameščanje in odstranjevanje aplikativne programske opreme, priprava in zaganjanje osnovnih skript, osnovna podpora uporabnikom pri uporabi aplikacij in sistemov, objavljanje pripravljenih vsebin na spletni strani in ostala dela po navodilu naročnika.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Dopoldan. Šifra: 320879 . Narava dela: začasno in občasno delo "
320869,PISMONOŠA,6.08 €/h neto (7.20 €/h bruto),BREZOVICA PRI LJUBLJANI,Dostava pošiljk. Pogoja sta polnoletnost in komunikativnost.Št. prostih mest: 1 . Trajanje: PO DOGOVORU . Delovnik: Dopoldan. Šifra: 320869 . Narava dela: začasno in občasno delo 
320868,STREŽBA,6.00 €/h neto (7.10 €/h bruto),VRHNIKA,"Podjetje išče polnoletni osebi za delo v strežbi. Zaželene izkušnje, poštenost, prijaznost in komunikativnost. Redno plačilo.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 320868 . Narava dela: začasno in občasno delo "
320866,STREŽBA,6.00 €/h neto (7.10 €/h bruto),LJUBLJANA - VIČ,Podjetje išče prijetno in urejeno osebo za delo v strežbi. Zaželene so izkušnje v strežbi. Pogoj je starost nad 18 let.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 320866 . Narava dela: začasno in občasno delo 
320865,STREŽBA,6.00 €/h neto (7.10 €/h bruto),DEPALA VAS,Strežba kave in ostalih pijač. Izkušnje niso potrebne.Št. prostih mest: 1 . Trajanje: PO DOGOVORU . Delovnik: Med vikendom. Šifra: 320865 . Narava dela: začasno in občasno delo 
320864,POMOČ V KUHINJI,5.00 €/h neto (5.92 €/h bruto),KAMNIŠKA BISTRICA - STAHOVICA,Podjetje išče polnoletno osebo za pomivanje posode in pripravljanje enostavne hrane. Delo poteka večinoma med vikendi. Možnost nadaljnjega sodelovanja.Št. prostih mest: 1 . Trajanje: PO DOGOVORU . Delovnik: Med vikendom. Šifra: 320864 . Narava dela: začasno in občasno delo 
320863,STREŽBADELO V KUHINJI,6.00 €/h neto (7.10 €/h bruto),SEVNICA,"Delo zajema, pripravo in prodajo hitro pripravljene hrane, (hamburger, hot dog, pomfri...) in čiščenje po opravljenem delu. Pogoji: komunikativnost, čistoča in volja do dela.Št. prostih mest: 1 . Trajanje: PO DOGOVORU . Delovnik: Med vikendom. Šifra: 320863 . Narava dela: začasno in občasno delo "
320857,TELEFONSKI MARKETING,8.45 €/h neto (10.00 €/h bruto),LJUBLJANA,"Podjetje išče tržnika za ameriško govoreče področje, kjer prodajajo spletno izobraževanje za vse v kozmetični industriji. Klicatelj mora govoriti angleško (dobro, tekoče), obenem pa imeti dobra računalniška znanja. Delo je v poznih večernih urah in po potrebi tudi ponoči (zaradi časovnega zamika z ZDA). Zelo pomembno je poudariti, da je tržnik poleg plačila upravičen tudi do stimulacije na prodajo.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 320857 . Narava dela: začasno in občasno delo "
320856,FIZIČNA DELA,5.00 €/h neto (5.92 €/h bruto),DOLENJA VAS,"Lažja fizična dela v tesarski delavnici, pomoč pri zlaganju lesa, pospravljanje. Izkušnje niso potrebne, samo volja do takšnega dela, brezplačna malica in pijača.Št. prostih mest: 1 . Trajanje: ČEZ POLETJE, PO POTREBI IN DOGOVORU . Delovnik: Dopoldan. Šifra: 320856 . Narava dela: začasno in občasno delo "
320848,DELO NA TERENU,6.00 €/h neto (7.10 €/h bruto),LJUBLJANA - PO SLOVENIJI,Podjetje išče več oseb za prodajo in iskanje novih strank po vsej Sloveniji. Zaželene so izkušnje s prodajo in promocijo na terenu.Št. prostih mest: 10 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 320848 . Narava dela: začasno in občasno delo 
320838,STREŽBA,5.07 €/h neto (6.00 €/h bruto),MARIBOR- TABOR,"Strežba v kavarni. Zaželene so izkušnje, niso pa pogoj.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 320838 . Narava dela: začasno in občasno delo "
320833,POLNJENJE POLICDELO NA BLAGAJNI,4.56 €/h neto (5.40 €/h bruto),KAMNIK,Podjetje išče študenta/ko za pomoč pri polnjenju polic in delu na blagajni. Zaželene so izkušnje. Pogoj je starost nad 18 let.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 320833 . Narava dela: začasno in občasno delo 
320832,STREŽBA HRANE IN PIJAČE,5.50 €/h neto (6.51 €/h bruto),LUKOVICA,Iščejo urejeno in pošteno osebo za delo v strežbi gostilne. Zaželene izkušnje pri delu v strežbi hrane in pijače.Št. prostih mest: 1 . Trajanje: PO DOGOVORU . Delovnik: Izmensko. Šifra: 320832 . Narava dela: začasno in občasno delo 
320829,INFORMATIKA,8.00 €/h neto (9.47 €/h bruto),LJUBLJANA,"Iščejo študenta/ko zaključnega letnika oziroma absolventa/ko. K prijavi vabijo vse, ki jih delo na ERP področju veseli, predvsem s programskimi rešitvami MS Dynamics NAV, MS Dynamics AX. Delo obsega: izvajanje skrbništva nad informacijskimi rešitvami, sprejemanje, evidentiranje in reševanje napak na drugem nivoju podpore, posredovanje napak na tretji nivo pomoči, razvoj informacijskih procedur za podporo poslovnim procesom, izvajanje analiz, priprav in testiranje rešitev itd. Prijave na e-mail.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO), MOŽNOST ZAPOSLITVE . Delovnik: Po dogovoru. Šifra: 320829 . Narava dela: začasno in občasno delo "
320825,STREŽBA,5.92 €/h neto (7.00 €/h bruto),MARIBOR,Podjetje potrebuje osebo za pomoč v strežbi. Pričetek dela je takoj.Št. prostih mest: 1 . Trajanje: MED POČITNICAMI . Delovnik: Po dogovoru. Šifra: 320825 . Narava dela: začasno in občasno delo 
320824,POMOČ V STREŽBI,5.50 €/h neto (6.51 €/h bruto),LJUBLJANA,Podjetje išče osebo za pomoč v strežbi. Zaželene so izkušnje.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 320824 . Narava dela: začasno in občasno delo 
